"id","city","region","href","name","style","area","orientation","decoration","elevator","floor","build_year","sign_time","unit_price","total_price","fangchan_class","school","subway"
1289,"nj","栖霞","https://nj.lianjia.com/chengjiao/103100907502.html","东井村22号","2室1厅","55.12平米","南 北","简装","无电梯","高楼层(共7层)","1995年建板塔结合","2017.02.12","17780","98","None","None","None"
1290,"nj","栖霞","https://nj.lianjia.com/chengjiao/103100909992.html","东井村41号","3室1厅","58.63平米","南 北","其他","无","高楼层(共6层)","1998年建板塔结合","2017.01.15","23794","139.5","房屋满两年","None","距1号线迈皋桥317米"
1291,"nj","栖霞","https://nj.lianjia.com/chengjiao/103100476580.html","紫金城苜卫路39号","2室2厅","68.19平米","南 北","精装","无","高楼层(共7层)","板塔结合","2016.08.29","24344","166","None","None","距2号线苜蓿园800米"
1292,"nj","栖霞","https://nj.lianjia.com/chengjiao/103100348991.html","东井村39号","2室0厅","53平米","南 北","简装","无","中楼层(共5层)","1980年建板楼","2016.08.01","15189","80.5","None","None","距1号线迈皋桥695米"
1293,"nj","栖霞","https://nj.lianjia.com/chengjiao/NJGL85755078.html","牌楼巷39号","2室2厅","75.06平米","东","其他","无电梯","中楼层(共7层)","1992年建板楼","2013.06.21","26379","198","None","None","None"
1294,"nj","栖霞","https://nj.lianjia.com/chengjiao/103100885701.html","东井村41号","3室1厅","42.43平米","南","精装","无","高楼层(共6层)","1998年建板楼","2017.01.13","24511","104","房屋满五年","None","距1号线红山动物园978米"
1295,"nj","栖霞","https://nj.lianjia.com/chengjiao/103100864963.html","东井村3号","3室1厅","67.79平米","南 北","简装","无电梯","中楼层(共6层)","1986年建板楼","2016.12.28","22791","154.5","房屋满五年","None","距1号线红山动物园489米"
1296,"nj","栖霞","https://nj.lianjia.com/chengjiao/103100625564.html","东井村41号","2室2厅","69.28平米","南 北","精装","无","高楼层(共6层)","1998年建板塔结合","2016.12.20","23384","162","房屋满五年","None","None"
1297,"nj","栖霞","https://nj.lianjia.com/chengjiao/NJGL85574336.html","广州路39号","2室1厅","65.31平米","南","其他","无电梯","低楼层(共7层)","1993年建板塔结合","2013.03.24","17456","114","房屋满五年","None","None"
1298,"nj","栖霞","https://nj.lianjia.com/chengjiao/NJGL85406764.html","广州路39号","2室1厅","52.24平米","南 北","其他","无电梯","中楼层(共7层)","1993年建板塔结合","2013.03.01","16942","88.5","房屋满五年","None","None"
1299,"nj","栖霞","https://nj.lianjia.com/chengjiao/103100535981.html","东井村3号","2室1厅","49.94平米","南","其他","无电梯","中楼层(共5层)","1986年建板楼","2016.09.06","21026","105","None","None","距1号线红山动物园321米"
1300,"nj","栖霞","https://nj.lianjia.com/chengjiao/103100348991.html","东井村39号","2室0厅","53平米","南 北","简装","无","中楼层(共5层)","1980年建板楼","2016.08.01","15189","80.5","None","None","距1号线迈皋桥695米"
1301,"nj","栖霞","https://nj.lianjia.com/chengjiao/103100410643.html","广州路41号","2室1厅","52.98平米","南 北","精装","无电梯","中楼层(共7层)","1993年建板楼","2016.07.17","32466","172","None","None","None"
1302,"nj","栖霞","https://nj.lianjia.com/chengjiao/103100001023.html","广州路41号","2室1厅","68.81平米","东 西","精装","无电梯","中楼层(共7层)","1993年建板楼","2016.05.20","23180","159.5","None","None","None"
1303,"nj","栖霞","https://nj.lianjia.com/chengjiao/103088448764.html","广州路41号","2室1厅","61.18平米","东 西","其他","无电梯","低楼层(共7层)","1993年建板楼","2015.11.06","20269","124","None","None","None"
1304,"nj","栖霞","https://nj.lianjia.com/chengjiao/NJGL87923596.html","广州路41号","1室1厅","40.72平米","东","简装","无电梯","高楼层(共7层)","1993年建板楼","2015.01.01","19647","80","None","None","None"
1305,"nj","栖霞","https://nj.lianjia.com/chengjiao/NJGL88387054.html","广州路41号","2室1厅","74.36平米","南","其他","无电梯","中楼层(共7层)","1993年建板楼","2014.12.30","21921","163","房屋满五年","None","None"
1306,"nj","栖霞","https://nj.lianjia.com/chengjiao/NJGL88566266.html","汉口路41号","2室1厅","53.2平米","南","其他","无","低楼层(共6层)","暂无数据","2014.12.01","18797","100","None","None","距1号线珠江路663米"
1307,"nj","栖霞","https://nj.lianjia.com/chengjiao/NJGL86930588.html","广州路41号","2室1厅","67.45平米","东 西","其他","无电梯","中楼层(共7层)","1993年建板楼","2014.05.13","19274","130","房屋满五年","None","None"
1308,"nj","栖霞","https://nj.lianjia.com/chengjiao/NJGL87425629.html","汉口路41号","3室1厅","76.88平米","南 北","其他","无","低楼层(共6层)","暂无数据","2014.04.15","24454","188","None","None","None"
1309,"nj","栖霞","https://nj.lianjia.com/chengjiao/NJGL86014622.html","广州路41号","2室1厅","52.94平米","南 北","其他","无电梯","低楼层(共7层)","1993年建板楼","2013.06.16","20779","110","房屋满五年","None","None"
1310,"nj","栖霞","https://nj.lianjia.com/chengjiao/103102177401.html","湖滨公寓","4室2厅","213平米","南","其他","无电梯","低楼层(共3层)","2000年建板楼","近30天内成交","下载APP查看成交>","3**","None","None","距1号线胜太路608米"
1311,"nj","栖霞","https://nj.lianjia.com/chengjiao/103101663812.html","宁西公寓","2室1厅","74.01平米","南","其他","有电梯","低楼层(共7层)","1998年建板楼","近30天内成交","下载APP查看成交>","2**","房屋满五年","None","距4号线龙江506米"
1312,"nj","栖霞","https://nj.lianjia.com/chengjiao/103102439103.html","木马公寓","1室0厅","27.63平米","北","其他","有电梯","中楼层(共32层)","2008年建板楼","近30天内成交","下载APP查看成交>","9*","None","None","距1号线珠江路338米"
1313,"nj","栖霞","https://nj.lianjia.com/chengjiao/103101991799.html","亚东国际公寓","1室1厅","42.02平米","南","精装","有电梯","中楼层(共24层)","2009年建板塔结合","近30天内成交","下载APP查看成交>","1**","房屋满五年","None","None"
1314,"nj","栖霞","https://nj.lianjia.com/chengjiao/103102371204.html","双拜巷教师公寓","2室1厅","61.42平米","南 北","简装","有电梯","中楼层(共7层)","2000年建板楼","近30天内成交","下载APP查看成交>","1**","房屋满两年","None","None"
1315,"nj","栖霞","https://nj.lianjia.com/chengjiao/103102171923.html","清江公寓","2室2厅","81.53平米","南 北","精装","无电梯","中楼层(共6层)","2002年建板楼","近30天内成交","下载APP查看成交>","5**","房屋满五年","None","None"
1316,"nj","栖霞","https://nj.lianjia.com/chengjiao/103102221329.html","樱海公寓","3室1厅","69.02平米","南","简装","无电梯","高楼层(共7层)","1999年建板楼","近30天内成交","下载APP查看成交>","1**","房屋满五年","None","距4号线王家湾952米"
1317,"nj","栖霞","https://nj.lianjia.com/chengjiao/103102341407.html","成山公寓","2室1厅","68.23平米","南","其他","无电梯","中楼层(共6层)","2017年建板楼","2018.05.14","21545","147","房屋满五年","None","None"
1318,"nj","栖霞","https://nj.lianjia.com/chengjiao/103102191188.html","紫鑫国际公寓","2室1厅","78.03平米","东 北","精装","有电梯","高楼层(共27层)","2006年建塔楼","2018.05.14","27234","212.5","房屋满两年","None","距2号线奥体东872米"
1319,"nj","栖霞","https://nj.lianjia.com/chengjiao/103102330923.html","城西纺织公寓","2室2厅","63.64平米","南 北","其他","无电梯","中楼层(共7层)","1999年建板楼","2018.05.13","36141","230","房屋满两年","None","None"
1320,"nj","栖霞","https://nj.lianjia.com/chengjiao/103102383822.html","左邻右里家园泊客公寓","1室1厅","48.3平米","南","其他","无","中楼层(共11层)","2010年建板楼","2018.05.10","25880","125","房屋满两年","None","None"
1321,"nj","栖霞","https://nj.lianjia.com/chengjiao/103102273702.html","21世纪国际公寓","2室1厅","82.57平米","南","其他","有电梯","中楼层(共31层)","2011年建塔楼","2018.05.09","33911","280","房屋满两年","None","None"
1322,"nj","栖霞","https://nj.lianjia.com/chengjiao/103102344332.html","潭桥公寓南园","2室1厅","66.49平米","南 北","简装","无电梯","中楼层(共7层)","2005年建板楼","2018.05.08","22936","152.5","None","None","None"
1323,"nj","栖霞","https://nj.lianjia.com/chengjiao/103102274322.html","托乐嘉单身公寓","1室0厅","33.48平米","东","其他","有电梯","中楼层(共11层)","2003年建塔楼","2018.05.05","23895","80","房屋满五年","None","None"
1324,"nj","栖霞","https://nj.lianjia.com/chengjiao/103102158682.html","21世纪国际公寓","2室1厅","52.66平米","南","其他","有电梯","高楼层(共31层)","2011年建塔楼","2018.05.04","32853","173","房屋满两年","None","距1号线小龙湾830米"
1325,"nj","栖霞","https://nj.lianjia.com/chengjiao/103102314110.html","亚东国际公寓","3室2厅","96.78平米","南 北","精装","有电梯","高楼层(共27层)","2009年建塔楼","2018.05.01","38232","370","房屋满五年","None","距1号线中华门831米"
1326,"nj","栖霞","https://nj.lianjia.com/chengjiao/103102060868.html","悦民公寓","2室2厅","97.36平米","南 北","其他","无电梯","中楼层(共6层)","2005年建板塔结合","2018.04.30","16126","157","None","None","None"
1327,"nj","栖霞","https://nj.lianjia.com/chengjiao/103102270532.html","金盾公寓","2室2厅","75.21平米","南","其他","有电梯","中楼层(共29层)","1999年建塔楼","2018.04.29","43878","330","房屋满五年","None","距3号线常府街505米"
1328,"nj","栖霞","https://nj.lianjia.com/chengjiao/103100615194.html","21世纪国际公寓","2室2厅","82.75平米","西南","精装","有电梯","中楼层(共31层)","2011年建塔楼","2018.04.29","34562","286","房屋满两年","None","距1号线小龙湾894米"
1329,"nj","栖霞","https://nj.lianjia.com/chengjiao/103102310867.html","秦淮教师公寓","1室1厅","41.44平米","南 北","精装","无电梯","中楼层(共7层)","1999年建板楼","2018.04.29","30816","127.7","房屋满五年","None","None"
1330,"nj","栖霞","https://nj.lianjia.com/chengjiao/103101138877.html","甲壳虫公寓","1室1厅","30.27平米","东 西","精装","有电梯","低楼层(共4层)","2011年建板楼","2018.04.19","26429","80","None","None","距2号线汉中门363米"
1331,"nj","栖霞","https://nj.lianjia.com/chengjiao/103102322329.html","天景山公寓碧华苑","2室1厅","66.75平米","南","其他","无电梯","中楼层(共6层)","2017年建板楼","2018.04.18","21723","145","None","None","距1号线龙眠大道378米"
1332,"nj","栖霞","https://nj.lianjia.com/chengjiao/103102290673.html","21世纪国际公寓","1室1厅","52.66平米","南","其他","有电梯","高楼层(共31层)","2011年建塔楼","2018.04.12","31903","168","房屋满两年","None","距1号线小龙湾757米"
1333,"nj","栖霞","https://nj.lianjia.com/chengjiao/103102223583.html","天景山公寓花锦苑","2室1厅","65.15平米","南 北","其他","无电梯","低楼层(共6层)","2017年建板楼","2018.04.12","22871","149","None","None","距1号线龙眠大道1011米"
1334,"nj","栖霞","https://nj.lianjia.com/chengjiao/103101440255.html","仲景公寓","3室2厅","109.83平米","南 北","其他","无电梯","低楼层(共6层)","2002年建板楼","2018.04.11","22745","249.8","房屋满五年","None","距3号线胜太西路147米"
1335,"nj","栖霞","https://nj.lianjia.com/chengjiao/103102237907.html","先锋青年公寓","2室1厅","51.12平米","南","其他","有电梯","中楼层(共11层)","2010年建板塔结合","2018.04.11","30321","155","房屋满两年","None","距1号线安德门1143米"
1336,"nj","栖霞","https://nj.lianjia.com/chengjiao/103102273264.html","育才公寓","2室1厅","66.97平米","南 北","精装","无电梯","低楼层(共6层)","2000年建板楼","2018.04.10","67195","450","房屋满五年","None","None"
1337,"nj","栖霞","https://nj.lianjia.com/chengjiao/103102267094.html","木马公寓","1室0厅","27.67平米","北","其他","有电梯","中楼层(共32层)","2008年建板楼","2018.04.09","32772","90.7","房屋满五年","None","距1号线珠江路338米"
1338,"nj","栖霞","https://nj.lianjia.com/chengjiao/103101925827.html","21世纪国际公寓","3室2厅","90.36平米","南 北","其他","有电梯","高楼层(共31层)","2011年建塔楼","2018.04.05","28442","257","房屋满两年","None","距1号线小龙湾849米"
1339,"nj","栖霞","https://nj.lianjia.com/chengjiao/103102261494.html","紫荆国际公寓","2室1厅","47.64平米","南","其他","有电梯","低楼层(共9层)","2015年建塔楼","2018.04.04","31424","149.7","None","None","距3号线卡子门1117米"
1340,"nj","栖霞","https://nj.lianjia.com/chengjiao/103100584625.html","通宇林景御园","5室2厅","140.42平米","南 北","毛坯","无","低楼层(共18层)","2015年建板楼","2016.10.25","23858","335","None","None","None"
1341,"nj","栖霞","https://nj.lianjia.com/chengjiao/103101311142.html","摄山星城闻兰苑","2室1厅","65.42平米","南 北","精装","无","中楼层(共6层)","暂无数据","2017.08.14","18772","122.8","房屋满两年","None","None"
1342,"nj","栖霞","https://nj.lianjia.com/chengjiao/103101428879.html","摄山星城闻兰苑","1室1厅","45.13平米","南","其他","无","中楼层(共6层)","暂无数据","2017.08.12","16398","74","None","None","None"
1343,"nj","栖霞","https://nj.lianjia.com/chengjiao/103100802590.html","摄山星城闻兰苑","3室2厅","84.69平米","南 北","简装","无","高楼层(共6层)","2005年建暂无数据","2017.04.22","15823","134","房屋满两年","None","None"
1344,"nj","栖霞","https://nj.lianjia.com/chengjiao/103100919716.html","和燕路388号小区","2室1厅","64.92平米","南 北","精装","无电梯","中楼层(共7层)","2000年建板塔结合","2017.01.21","22644","147","None","None","距1号线迈皋桥1185米"
1345,"nj","栖霞","https://nj.lianjia.com/chengjiao/103100592743.html","和燕路388号小区","2室1厅","68.95平米","南 北","精装","有电梯","高楼层(共7层)","2000年建板楼","2017.01.11","19145","132","房屋满两年","None","距1号线迈皋桥1158米"
1346,"nj","栖霞","https://nj.lianjia.com/chengjiao/103101920551.html","迈苑小区","2室1厅","52.7平米","南 北","其他","无电梯","中楼层(共7层)","1997年建板楼","2018.03.15","26149","137.8","None","None","距1号线迈皋桥445米"
1347,"nj","栖霞","https://nj.lianjia.com/chengjiao/103102359093.html","省电力公司宿舍","2室1厅","52.64平米","南 北","简装","无电梯","高楼层(共6层)","1985年建板楼","近30天内成交","下载APP查看成交>","1**","房屋满两年","None","None"
1348,"nj","栖霞","https://nj.lianjia.com/chengjiao/103102000419.html","迈苑小区","1室1厅","33.71平米","西北","其他","无电梯","中楼层(共7层)","1997年建板塔结合","2018.01.02","22249","75","房屋满五年","None","距1号线迈皋桥341米"
1349,"nj","栖霞","https://nj.lianjia.com/chengjiao/103101860978.html","紫竹苑小区","2室1厅","72.54平米","南","简装","无电梯","中楼层(共7层)","1998年建板楼","2017.11.26","26607","193","房屋满五年","None","None"
1350,"nj","栖霞","https://nj.lianjia.com/chengjiao/103101605981.html","迈苑小区","2室1厅","50.43平米","东南","其他","无电梯","中楼层(共6层)","1997年建板塔结合","2017.11.04","29348","148","房屋满两年","None","None"
1351,"nj","栖霞","https://nj.lianjia.com/chengjiao/103101468917.html","省电力公司宿舍","2室1厅","73.7平米","南 北","简装","有电梯","中楼层(共7层)","1999年建板楼","2018.04.07","25645","189","房屋满五年","None","None"
1352,"nj","栖霞","https://nj.lianjia.com/chengjiao/103101475238.html","省电力公司宿舍","2室1厅","73.7平米","南","其他","有电梯","中楼层(共7层)","1999年建板楼","2017.07.13","23040","169.8","房屋满五年","None","None"
1353,"nj","栖霞","https://nj.lianjia.com/chengjiao/103101329517.html","省电力公司宿舍","2室1厅","49.26平米","南 北","其他","无电梯","高楼层(共6层)","1985年建板楼","2017.06.16","23854","117.5","房屋满两年","None","None"
1354,"nj","栖霞","https://nj.lianjia.com/chengjiao/103101715726.html","铜坊苑小区","2室0厅","40.83平米","南","精装","无电梯","高楼层(共7层)","1995年建板楼","2017.10.29","25962","106","房屋满两年","None","None"
1355,"nj","栖霞","https://nj.lianjia.com/chengjiao/103101814804.html","宁欣苑小区","2室1厅","69.28平米","南 北","其他","无电梯","低楼层(共7层)","1999年建板楼","2017.10.26","23961","166","房屋满两年","None","None"
1356,"nj","栖霞","https://nj.lianjia.com/chengjiao/103101246633.html","铜坊苑小区","1室1厅","39.71平米","南","简装","无电梯","中楼层(共8层)","1995年建板楼","2017.10.03","27701","110","房屋满两年","None","距1号线三山街701米"
1357,"nj","栖霞","https://nj.lianjia.com/chengjiao/103101080955.html","省电力公司宿舍","2室1厅","73.7平米","南 北","简装","有电梯","高楼层(共7层)","1999年建板楼","2017.05.29","20625","152","房屋满五年","None","None"
1358,"nj","栖霞","https://nj.lianjia.com/chengjiao/103101077281.html","省电力公司宿舍","3室1厅","71.16平米","南","精装","无电梯","低楼层(共6层)","1985年建板楼","2017.04.28","22162","157.7","房屋满五年","None","None"
1359,"nj","栖霞","https://nj.lianjia.com/chengjiao/103100772890.html","省电力公司宿舍","2室1厅","73.7平米","南 北","精装","有电梯","高楼层(共7层)","1999年建板楼","2017.03.08","22796","168","房屋满两年","None","None"
1360,"nj","栖霞","https://nj.lianjia.com/chengjiao/103101156525.html","迈苑小区","3室1厅","67.84平米","南 北","简装","无电梯","高楼层(共7层)","1997年建板楼","2017.09.28","22524","152.8","房屋满五年","None","距1号线迈皋桥460米"
1361,"nj","栖霞","https://nj.lianjia.com/chengjiao/103101516403.html","迈苑小区","2室1厅","52.93平米","南 北","其他","无电梯","高楼层(共7层)","1997年建板楼","2017.09.17","24353","128.9","房屋满两年","None","距1号线迈皋桥372米"
1362,"nj","栖霞","https://nj.lianjia.com/chengjiao/103101320944.html","迈苑小区","2室1厅","67.7平米","南 北","简装","无电梯","低楼层(共7层)","1997年建板楼","2017.06.21","23930","162","房屋满两年","None","距1号线迈皋桥368米"
1363,"nj","栖霞","https://nj.lianjia.com/chengjiao/103100972636.html","省电力公司宿舍","2室1厅","73.7平米","南 北","简装","有电梯","中楼层(共7层)","1999年建板楼","2017.02.26","21303","157","房屋满五年","None","None"
1364,"nj","栖霞","https://nj.lianjia.com/chengjiao/103100666892.html","省电力公司宿舍","2室1厅","73.7平米","南 北","简装","无电梯","高楼层(共7层)","2000年建板楼","2017.02.16","21167","156","房屋满两年","None","None"
1365,"nj","栖霞","https://nj.lianjia.com/chengjiao/103100635075.html","省电力公司宿舍","2室1厅","73.7平米","南","简装","无电梯","高楼层(共6层)","1999年建板楼","2016.12.01","20760","153","房屋满五年","None","None"
1366,"nj","栖霞","https://nj.lianjia.com/chengjiao/103100906736.html","水文苑小区","2室1厅","57.78平米","南 北","简装","无电梯","高楼层(共5层)","1982年建板塔结合","2017.06.09","20769","120","房屋满五年","None","距S3号线铁心桥544米"
1367,"nj","栖霞","https://nj.lianjia.com/chengjiao/103100698207.html","迈苑小区","1室1厅","39.32平米","南","其他","无电梯","中楼层(共7层)","1997年建板塔结合","2017.05.08","20346","80","房屋满五年","None","None"
1368,"nj","栖霞","https://nj.lianjia.com/chengjiao/103100940632.html","宁欣苑小区","2室1厅","69.28平米","东南 北","简装","无电梯","高楼层(共7层)","1999年建板楼","2017.03.29","21940","152","None","None","距1号线迈皋桥1022米"
1369,"nj","栖霞","https://nj.lianjia.com/chengjiao/103100657501.html","省电力公司宿舍","2室1厅","73.7平米","南 北","简装","无电梯","高楼层(共6层)","1999年建板楼","2016.11.25","19607","144.5","房屋满五年","None","None"
1370,"nj","栖霞","https://nj.lianjia.com/chengjiao/103100461864.html","省电力公司宿舍","2室1厅","73.7平米","南","简装","有电梯","高楼层(共7层)","1999年建板楼","2016.09.29","17368","128","None","None","None"
1371,"nj","栖霞","https://nj.lianjia.com/chengjiao/103100543901.html","省电力公司宿舍","3室1厅","71.16平米","南","简装","无电梯","高楼层(共6层)","1985年建板楼","2016.09.28","17285","123","None","None","None"
1372,"nj","栖霞","https://nj.lianjia.com/chengjiao/103100983022.html","铜坊苑小区","2室1厅","51.85平米","东南","其他","无电梯","中楼层(共8层)","1995年建板楼","2017.03.28","24109","125","房屋满两年","None","None"
1373,"nj","栖霞","https://nj.lianjia.com/chengjiao/103100997962.html","紫竹苑小区","2室1厅","84.95平米","南","其他","无电梯","高楼层(共7层)","1998年建板楼","2017.03.10","18482","157","None","None","None"
1374,"nj","栖霞","https://nj.lianjia.com/chengjiao/103101012286.html","铜坊苑小区","1室1厅","40.01平米","南 西","其他","无电梯","中楼层(共7层)","1995年建板楼","2017.03.05","26244","105","None","None","距1号线三山街535米"
1375,"nj","栖霞","https://nj.lianjia.com/chengjiao/103100493422.html","省电力公司宿舍","2室1厅","48.64平米","南","简装","无电梯","高楼层(共6层)","1985年建板楼","2016.09.27","17579","85.5","None","None","None"
1376,"nj","栖霞","https://nj.lianjia.com/chengjiao/103100208395.html","省电力公司宿舍","2室1厅","54.7平米","南 北","简装","无电梯","中楼层(共6层)","1985年建板楼","2016.07.14","14534","79.5","None","None","None"
1377,"nj","栖霞","https://nj.lianjia.com/chengjiao/103100333164.html","省电力公司宿舍","2室1厅","73.7平米","南","简装","无电梯","高楼层(共6层)","1999年建板楼","2016.07.11","16174","119.2","None","None","None"
1378,"nj","栖霞","https://nj.lianjia.com/chengjiao/103100949402.html","迈苑小区","2室1厅","55.28平米","南 北","简装","无电梯","中楼层(共6层)","1997年建板塔结合","2017.02.28","22974","127","房屋满两年","None","距1号线迈皋桥370米"
1379,"nj","栖霞","https://nj.lianjia.com/chengjiao/103101036264.html","铜坊苑小区","1室1厅","39.71平米","南","其他","无电梯","中楼层(共8层)","1995年建板楼","2017.02.28","22665","90","None","None","None"
1380,"nj","栖霞","https://nj.lianjia.com/chengjiao/103100902170.html","紫竹苑小区","2室1厅","72.54平米","南 北","精装","无电梯","低楼层(共7层)","1998年建板楼","2017.01.09","27985","203","None","None","None"
1381,"nj","栖霞","https://nj.lianjia.com/chengjiao/103100259632.html","省电力公司宿舍","3室1厅","71.46平米","南 北","毛坯","无电梯","低楼层(共6层)","1985年建板楼","2016.06.29","17353","124","None","None","None"
1382,"nj","栖霞","https://nj.lianjia.com/chengjiao/103090266884.html","省电力公司宿舍","2室1厅","73.7平米","南","简装","无电梯","高楼层(共6层)","1999年建板楼","2016.04.29","15197","112","房屋满五年","None","None"
1383,"nj","栖霞","https://nj.lianjia.com/chengjiao/103100162825.html","省电力公司宿舍","2室1厅","73.7平米","南 北","精装","有电梯","低楼层(共7层)","1999年建板楼","2016.04.17","16011","118","房屋满五年","None","None"
1384,"nj","栖霞","https://nj.lianjia.com/chengjiao/103100853446.html","韩家苑小区","1室1厅","32.13平米","南","简装","无电梯","中楼层(共7层)","1990年建板楼","2016.12.31","22409","72","房屋满五年","None","None"
1385,"nj","栖霞","https://nj.lianjia.com/chengjiao/103100405187.html","紫竹苑小区","2室2厅","74.71平米","南 北","精装","无电梯","高楼层(共7层)","1998年建板楼","2016.12.11","20078","150","房屋满五年","None","None"
1386,"nj","栖霞","https://nj.lianjia.com/chengjiao/103100656265.html","紫竹苑小区","2室2厅","74.71平米","南 北","其他","无电梯","中楼层(共7层)","1998年建板楼","2016.11.05","24522","183.2","房屋满两年","None","None"
1387,"nj","栖霞","https://nj.lianjia.com/chengjiao/103100007788.html","省电力公司宿舍","2室1厅","48.97平米","南","简装","无电梯","中楼层(共6层)","1985年建板楼","2016.04.10","14703","72","房屋满五年","None","None"
1388,"nj","栖霞","https://nj.lianjia.com/chengjiao/103100094383.html","省电力公司宿舍","3室2厅","72.81平米","南","精装","无电梯","中楼层(共6层)","1985年建板楼","2016.03.27","15108","110","房屋满五年","None","None"
1389,"nj","栖霞","https://nj.lianjia.com/chengjiao/103100000123.html","省电力公司宿舍","2室2厅","73.7平米","南","简装","有电梯","中楼层(共7层)","1999年建板楼","2016.03.22","15469","114","None","None","None"
1390,"nj","栖霞","https://nj.lianjia.com/chengjiao/103100490949.html","铜坊苑小区","2室1厅","71.42平米","南 北","精装","无电梯","高楼层(共6层)","1995年建板楼","2016.09.17","22991","164.2","房屋满五年","None","距1号线三山街579米"
1391,"nj","栖霞","https://nj.lianjia.com/chengjiao/103100452402.html","紫竹苑小区","2室1厅","75平米","南 北","简装","无电梯","高楼层(共7层)","1998年建板楼","2016.08.14","21840","163.8","None","None","None"
1392,"nj","栖霞","https://nj.lianjia.com/chengjiao/103100429869.html","韩家苑小区","2室1厅","61.43平米","南 北","简装","无电梯","低楼层(共6层)","2000年建板楼","2016.07.18","14130","86.8","None","None","None"
1393,"nj","栖霞","https://nj.lianjia.com/chengjiao/103100122485.html","省电力公司宿舍","3室1厅","72.8平米","南 北","简装","无电梯","高楼层(共6层)","1985年建板楼","2016.02.21","12913","94","None","None","None"
1394,"nj","栖霞","https://nj.lianjia.com/chengjiao/103100055581.html","省电力公司宿舍","2室1厅","73.7平米","南","精装","无电梯","高楼层(共7层)","2000年建板楼","2016.01.28","15469","114","房屋满两年","None","None"
1395,"nj","栖霞","https://nj.lianjia.com/chengjiao/103100056930.html","省电力公司宿舍","2室1厅","56平米","南 北","简装","无电梯","中楼层(共6层)","1985年建板楼","2016.01.19","13036","73","None","None","None"
1396,"nj","栖霞","https://nj.lianjia.com/chengjiao/103100385994.html","宁欣苑小区","2室1厅","59.33平米","南 北","简装","无电梯","中楼层(共7层)","1999年建板楼","2016.07.10","16771","99.5","None","None","距1号线迈皋桥1062米"
1397,"nj","栖霞","https://nj.lianjia.com/chengjiao/103100370828.html","铜坊苑小区","1室1厅","41平米","南 北","简装","无电梯","高楼层(共7层)","1995年建板楼","2016.06.23","14147","58","None","None","距1号线三山街515米"
1398,"nj","栖霞","https://nj.lianjia.com/chengjiao/103100281875.html","宁欣苑小区","3室1厅","76.24平米","南 西","简装","无电梯","高楼层(共7层)","1999年建板楼","2016.06.06","13379","102","None","None","距1号线迈皋桥1062米"
1399,"nj","栖霞","https://nj.lianjia.com/chengjiao/103089898429.html","省电力公司宿舍","2室1厅","73.7平米","南 北","精装","有电梯","高楼层(共7层)","1999年建板楼","2015.11.09","14180","104.5","None","None","None"
1400,"nj","栖霞","https://nj.lianjia.com/chengjiao/103100317051.html","铜坊苑小区","1室1厅","38.1平米","南 北","精装","无电梯","低楼层(共7层)","1995年建板楼","2016.06.06","19686","75","None","None","距1号线三山街542米"
1401,"nj","栖霞","https://nj.lianjia.com/chengjiao/103090516785.html","铜坊苑小区","2室1厅","39.71平米","东 南","简装","无电梯","中楼层(共8层)","1995年建板楼","2016.04.30","17074","67.8","None","None","None"
1402,"nj","栖霞","https://nj.lianjia.com/chengjiao/103102205531.html","翠屏湾花园城","3室2厅","140.03平米","南","其他","无电梯","低楼层(共6层)","2005年建板楼","近30天内成交","下载APP查看成交>","3**","房屋满两年","距S1机场线河海大学.佛城西路1028米","None"
1403,"nj","栖霞","https://nj.lianjia.com/chengjiao/103101079312.html","龙凤花园腾龙里","3室2厅","119.64平米","南 北","简装","无电梯","低楼层(共8层)","2000年建板楼","近30天内成交","下载APP查看成交>","5**","房屋满五年","None","None"
1404,"nj","栖霞","https://nj.lianjia.com/chengjiao/103102444730.html","银城花园北片","1室1厅","41.91平米","南 北","其他","无电梯","低楼层(共7层)","1996年建板楼","近30天内成交","下载APP查看成交>","2**","房屋满两年","None","距4号线龙江1165米"
1405,"nj","栖霞","https://nj.lianjia.com/chengjiao/103102310079.html","月牙湖花园","2室2厅","82.31平米","南 北","精装","无电梯","中楼层(共6层)","1996年建板楼","近30天内成交","下载APP查看成交>","3**","房屋满五年","None","None"
1406,"nj","栖霞","https://nj.lianjia.com/chengjiao/103102407077.html","经纬城市花园小区","4室1厅","140.6平米","南 北","其他","无电梯","中楼层(共7层)","2003年建板塔结合","近30天内成交","下载APP查看成交>","2**","房屋满两年","None","距1号线双龙大道491米"
1407,"nj","栖霞","https://nj.lianjia.com/chengjiao/103102303238.html","金舟花园","2室1厅","56.33平米","南 西 北","其他","无电梯","低楼层(共6层)","1996年建板塔结合","近30天内成交","下载APP查看成交>","3**","None","None","距4号线龙江1198米"
1408,"nj","栖霞","https://nj.lianjia.com/chengjiao/103102377886.html","百家湖西花园伦敦城","4室2厅","140.4平米","南 北","精装","无电梯","中楼层(共6层)","2006年建板塔结合","近30天内成交","下载APP查看成交>","3**","房屋满五年","None","距3号线天元西路519米"
1409,"nj","栖霞","https://nj.lianjia.com/chengjiao/103102285939.html","白鹭花园莺歌苑","2室1厅","51.89平米","南 北","其他","无电梯","高楼层(共7层)","2000年建板塔结合","近30天内成交","下载APP查看成交>","1**","房屋满五年","None","距2号线兴隆大街1060米"
